,,,,,,Type,,Date,,Num,,Memo,,Name,,Account,,Qty,,Sales Price,,Amount,,Balance
,,,,,,Invoice,,09/26/2014,,10771,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"3,950.00"
,,,,,,Invoice,,10/03/2014,,10900,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"4,050.00"
,,,,,,Invoice,,10/10/2014,,10925,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,100.00"
,,,,,,Invoice,,10/17/2014,,10951,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,150.00"
,,,,,,Invoice,,10/31/2014,,11098,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"4,250.00"
,,,,,,Invoice,,10/31/2014,,11101,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"4,350.00"
,,,,,,Invoice,,11/07/2014,,11129,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,400.00"
,,,,,,Invoice,,11/14/2014,,11153,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,450.00"
,,,,,,Invoice,,11/21/2014,,11190,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"4,550.00"
,,,,,,Invoice,,12/03/2014,,11321,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,600.00"
,,,,,,Invoice,,12/05/2014,,11340,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,650.00"
,,,,,,Invoice,,12/12/2014,,11365,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,700.00"
,,,,,,Invoice,,12/19/2014,,11473,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"4,800.00"
,,,,,,Invoice,,12/31/2014,,11499,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,850.00"
,,,,,,Invoice,,01/07/2015,,11518,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"4,900.00"
,,,,,,Invoice,,01/14/2015,,11552,,"Cascade White Paper Towels (800/roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"5,000.00"
,,,,,,Invoice,,01/23/2015,,11582,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"5,100.00"
,,,,,,Invoice,,01/30/2015,,11685,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"5,150.00"
,,,,,,Invoice,,02/06/2015,,11713,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"5,200.00"
,,,,,,Invoice,,02/13/2015,,11739,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"5,300.00"
,,,,,,Invoice,,02/20/2015,,11764,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"5,400.00"
,,,,,,Invoice,,02/27/2015,,11862,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,50.00,,50.00,,"5,450.00"
,,,,,,Invoice,,04/06/2015,,12072,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"5,550.00"
,,,,,,Invoice,,05/19/2017,,17231,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400)",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,50.00,,100.00,,"5,650.00"
,,,,,,Invoice,,07/09/2018,,19219,,"Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400B)**took from whse used same cost   for #...",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,33.00,,66.00,,"5,716.00"
,,,"Total SS-P-780B (Cascade White Paper Towels (800' Roll, 12/cs) (SS-10400))",,,,,,,,,,,,,,,115.00,,,,"5,716.00",,"5,716.00"
,,Total Towels/Napkin,,,,,,,,,,,,,,,,436.00,,,,"14,048.75",,"14,048.75"
,,VACUUM,,,,,,,,,,,,,,,,,,,,,,
,,,2035 (Nationwide Sanitaire Vacuum Belts),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/19/2019,,22259,,Nationwide Sanitaire Vacuum Belts,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,Total 2035 (Nationwide Sanitaire Vacuum Belts),,,,,,,,,,,,,,,2.00,,,,0.00,,0.00
,,,CD7212Y (Nationwide-50' Yellow Extension Cord),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,02/15/2019,,20525,,Nationwide-50' Yellow Extension Cord,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total CD7212Y (Nationwide-50' Yellow Extension Cord),,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,CD7214Y (Nationwide-100' Yellow Extension Cord - 300 Volt),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,03/04/2019,,20657,,Nationwide-100' Yellow Extension Cord - 300 Volt,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total CD7214Y (Nationwide-100' Yellow Extension Cord - 300 Volt),,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,"JBEEPB (Nationwide-Juliette Bee ""Small"" Vac. Bag 3/pk)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,08/25/2017,,17648,,"Nationwide-Juliette Bee ""Small"" Vac. Bag (pk 3)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,"Total JBEEPB (Nationwide-Juliette Bee ""Small"" Vac. Bag 3/pk)",,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,VAC18 (VAC:18 - Nation-Hepa Vacuum Bags for 10qt Backpack (9bags/pk)),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,09/28/2018,,19674,,Nation-Hepa Vacuum Bags for 10qt Backpack (9bags/pk),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total VAC18 (VAC:18 - Nation-Hepa Vacuum Bags for 10qt Backpack (9bags/pk)),,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,Total VACUUM,,,,,,,,,,,,,,,,6.00,,,,0.00,,0.00
,,WINDOW CLEANER,,,,,,,,,,,,,,,,,,,,,,
,,,F00045 (585600-41 Vic Bay Carefree Ammoniated Glass Cleaner (4/1GAL/CS)),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,06/17/2019,,21280,,585600-41 Vic Bay Carefree Glass Cleaner (4/1GAL/CS),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,07/19/2019,,21477,,585600-41 Vic Bay Carefree Glass Cleaner (4/1GAL/CS),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,10/22/2019,,22057,,585600-41 Vic Bay Carefree Glass Cleaner (4/1GAL/CS),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total F00045 (585600-41 Vic Bay Carefree Ammoniated Glass Cleaner (4/1GAL/CS)),,,,,,,,,,,,,,,3.00,,,,0.00,,0.00
,,,"SS-5151 (Aerosol Foam Ammoniated Glass Cleaner (19 oz., 12/cs))",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,09/01/2010,,582,,Aersol Window Cleaner,,GOLD'S Gym E Northport,,BD Sales Income,,0.00,,31.00,,0.00,,0.00
,,,,,,Invoice,,02/28/2013,,7035,,"Aersol Window Cleaner (19 oz., 12/cs)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,35.67,,35.67,,35.67
,,,"Total SS-5151 (Aerosol Foam Ammoniated Glass Cleaner (19 oz., 12/cs))",,,,,,,,,,,,,,,1.00,,,,35.67,,35.67
,,,SS-Wind-O (**NO LONGER AVAILABLE**USE ITEM #F00045 - D20662 - B0400W14 WINDOW CLE...,,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,01/27/2017,,16591,,D20665 Window Cleaner 4/1 gallons,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,04/28/2017,,17048,,D20665 Window Cleaner 4/1 gallons,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total SS-Wind-O (**NO LONGER AVAILABLE**USE ITEM #F00045 - D20662 - B0400W14 WINDOW CLE...,,,,,,,,,,,,,,,2.00,,,,0.00,,0.00
,,Total WINDOW CLEANER,,,,,,,,,,,,,,,,6.00,,,,35.67,,35.67
,Total Parts,,,,,,,,,,,,,,,,,"2,896.00",,,,"99,371.89",,"99,371.89"
,Service,,,,,,,,,,,,,,,,,,,,,,,
,,Cleaning,,,,,,,,,,,,,,,,,,,,,,
,,,Carpet Care (Carpet Cleaning),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,01/10/2012,,4181,,Carpet Cleaning - MENS & LADIES LOCKERROOM CARPETS,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,01/10/2012,,4181,,Carpet Cleaning - BICYCLE ROOM (added on per Jose/Chris),,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,08/08/2012,,5650,,LOCKER ROOM CARPETS IN BATHROOMS,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,10/15/2012,,6183,,CARPET IN MEN'S AND WOMEN'S LOCKER ROOMS,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,06/17/2014,,10071,,Carpet Cleaning (Downstairs locker rooms and hallway),,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,08/17/2015,,12978,,Carpet Cleaning,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,11/09/2015,,13586,,Carpet Cleaning - LOCKER ROOM MENS & LADIES,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,03/15/2016,,14348,,Carpet Cleaning,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,04/09/2018,,18766,,"Carpet Cleaning - MEN'S & WOMEN'S LOCKER ROOMS, ALL OFFICES UPSTAIRS INCLUDING GUS' OFFICE",,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,12/26/2018,,20258,,CARPET CLEANING -  DOWNSTAIRS MEN'S RESTROOM/LOCKER ROOMS  DOWNSTAIRS LADIES RESTROOM/LOCKER ROOMS,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total Carpet Care (Carpet Cleaning),,,,,,,,,,,,,,,10.00,,,,0.00,,0.00
,,,Detail Cleaning (Detail Cleaning of Building),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,09/09/2019,,21822,,Detail Cleaning - LOCKER ROOM AND BATHROOM,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,02/03/2020,,22778,,Detail Cleaning of SAUNA,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,395.00,,395.00,,395.00
,,,Total Detail Cleaning (Detail Cleaning of Building),,,,,,,,,,,,,,,2.00,,,,395.00,,395.00
,,,Dusting (High Dusting),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,01/30/2017,,16612,,High Dusting,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total Dusting (High Dusting),,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,Cleaning - Other,,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,08/01/2010,,261,,AUGUST 2010 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"2,850.00"
,,,,,,Invoice,,08/03/2010,,312,,PORTER HOURS FOR JULY,,GOLD'S Gym E Northport,,SFM Sales Income,,212.00,,14.00,,"2,968.00",,"5,818.00"
,,,,,,Invoice,,09/01/2010,,515,,SEPTEMBER 2010 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"8,668.00"
,,,,,,Invoice,,09/02/2010,,598,,porter hours for august 2010,,GOLD'S Gym E Northport,,SFM Sales Income,,212.00,,14.00,,"2,968.00",,"11,636.00"
,,,,,,Invoice,,10/01/2010,,782,,OCTOBER 2010 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"14,486.00"
,,,,,,Invoice,,10/01/2010,,783,,PORTER HOURS FOR SEPTEMBER 2010,,GOLD'S Gym E Northport,,SFM Sales Income,,199.25,,14.00,,"2,789.50",,"17,275.50"
,,,,,,Invoice,,10/13/2010,,872,,EXTRA CLEANING FOR WATER IN BASEMENT,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,60.00,,60.00,,"17,335.50"
,,,,,,Invoice,,10/15/2010,,883,,EMERGENCY CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,"17,335.50"
,,,,,,Invoice,,10/18/2010,,887,,Racquet ball Flood,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,"17,335.50"
,,,,,,Invoice,,11/01/2010,,943,,NOVEMBER 2010 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"20,185.50"
,,,,,,Invoice,,11/01/2010,,944,,PORTER HOURS FOR OCTOBER,,GOLD'S Gym E Northport,,SFM Sales Income,,207.75,,14.00,,"2,908.50",,"23,094.00"
,,,,,,Invoice,,12/01/2010,,1167,,DECEMBER 2010 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"25,944.00"
,,,,,,Invoice,,12/01/2010,,1248,,PORTER HOURS FOR NOVEMBER 2010,,GOLD'S Gym E Northport,,SFM Sales Income,,204.00,,14.00,,"2,856.00",,"28,800.00"
,,,,,,Invoice,,01/01/2011,,1380,,JANUARY 2010 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"31,650.00"
,,,,,,Invoice,,01/04/2011,,1431,,PORTER HOURS FOR DECEMBER 2010,,GOLD'S Gym E Northport,,SFM Sales Income,,210.00,,14.00,,"2,940.00",,"34,590.00"
,,,,,,Invoice,,02/01/2011,,1588,,FEBRUARY 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"37,440.00"
,,,,,,Invoice,,02/01/2011,,1642,,PORTER HOURS FOR JANUARY 2011,,GOLD'S Gym E Northport,,SFM Sales Income,,195.50,,14.00,,"2,737.00",,"40,177.00"
,,,,,,Invoice,,03/01/2011,,1823,,PORTER HOURS FOR FEBRUARY 2011,,GOLD'S Gym E Northport,,SFM Sales Income,,192.00,,14.00,,"2,688.00",,"42,865.00"
,,,,,,Invoice,,03/29/2011,,1934,,MARCH 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"45,715.00"
,,,,,,Invoice,,04/01/2011,,1956,,APRIL 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"48,565.00"
,,,,,,Invoice,,04/04/2011,,2058,,MARCH 2011 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,216.00,,14.00,,"3,024.00",,"51,589.00"
,,,,,,Invoice,,05/01/2011,,2155,,MAY 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"54,439.00"
,,,,,,Invoice,,05/01/2011,,2239,,PORTER HOURS FOR APRIL 2011,,GOLD'S Gym E Northport,,SFM Sales Income,,203.75,,14.00,,"2,852.50",,"57,291.50"
,,,,,,Invoice,,06/01/2011,,2373,,JUNE 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"60,141.50"
,,,,,,Invoice,,06/03/2011,,2477,,PORTER HOURS FOR MAY 2011,,GOLD'S Gym E Northport,,SFM Sales Income,,205.50,,14.00,,"2,877.00",,"63,018.50"
,,,,,,Invoice,,07/01/2011,,2638,,JULY 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"65,868.50"
,,,,,,Invoice,,07/01/2011,,2695,,PORTER HOURS FOR JUNE 2011,,GOLD'S Gym E Northport,,SFM Sales Income,,204.00,,14.00,,"2,856.00",,"68,724.50"
,,,,,,Invoice,,08/01/2011,,2904,,AUGUST 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"71,574.50"
,,,,,,Invoice,,08/01/2011,,3008,,JULY 2011 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,201.50,,14.00,,"2,821.00",,"74,395.50"
,,,,,,Invoice,,09/01/2011,,3141,,SEPTEMBER 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"77,245.50"
,,,,,,Invoice,,09/08/2011,,3292,,AUGUST 2011 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,210.75,,14.00,,"2,950.50",,"80,196.00"
,,,,,,Invoice,,10/01/2011,,3401,,OCTOBER 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"83,046.00"
,,,,,,Invoice,,10/03/2011,,3467,,SEPTEMBER 2011 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,203.50,,14.00,,"2,849.00",,"85,895.00"
,,,,,,Invoice,,11/01/2011,,3638,,NOVEMBER 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"88,745.00"
,,,,,,Invoice,,11/01/2011,,3692,,OCTOBER 2011 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,202.50,,14.00,,"2,835.00",,"91,580.00"
,,,,,,Invoice,,12/01/2011,,3869,,DECEMBER 2011 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"94,430.00"
,,,,,,Invoice,,12/01/2011,,3869,,NOVEMBER 2011 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,202.25,,14.00,,"2,831.50",,"97,261.50"
,,,,,,Invoice,,01/01/2012,,4101,,JANUARY 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"100,111.50"
,,,,,,Invoice,,01/01/2012,,4101,,DECEMBER 2011 PORTER HOURS 102.25 + 101.5,,GOLD'S Gym E Northport,,SFM Sales Income,,203.75,,14.00,,"2,852.50",,"102,964.00"
,,,,,,Invoice,,02/01/2012,,4273,,FEBRUARY 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"105,814.00"
,,,,,,Invoice,,02/01/2012,,4273,,JANUARY 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,203.00,,14.00,,"2,842.00",,"108,656.00"
,,,,,,Invoice,,03/01/2012,,4462,,MARCH 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"111,506.00"
,,,,,,Invoice,,03/01/2012,,4462,,FEBRUARY 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,201.50,,14.00,,"2,821.00",,"114,327.00"
,,,,,,Invoice,,04/01/2012,,4634,,APRIL 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"117,177.00"
,,,,,,Invoice,,04/01/2012,,4634,,MARCH 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,206.25,,14.00,,"2,887.50",,"120,064.50"
,,,,,,Invoice,,05/01/2012,,4833,,MAY 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"122,914.50"
,,,,,,Invoice,,05/01/2012,,4833,,APRIL 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,203.00,,14.00,,"2,842.00",,"125,756.50"
,,,,,,Invoice,,06/01/2012,,5062,,JUNE 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"128,606.50"
,,,,,,Invoice,,06/01/2012,,5062,,MAY 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,209.25,,14.00,,"2,929.50",,"131,536.00"
,,,,,,Invoice,,07/01/2012,,5306,,JULY 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"134,386.00"
,,,,,,Invoice,,07/01/2012,,5306,,JUNE 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,206.75,,14.00,,"2,894.50",,"137,280.50"
,,,,,,Invoice,,08/01/2012,,5518,,AUGUST 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"140,130.50"
,,,,,,Invoice,,08/01/2012,,5518,,JULY 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,214.50,,14.00,,"3,003.00",,"143,133.50"
,,,,,,Invoice,,09/01/2012,,5775,,SEPTEMBER 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"145,983.50"
,,,,,,Invoice,,09/01/2012,,5775,,AUGUST 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,216.00,,14.00,,"3,024.00",,"149,007.50"
,,,,,,Invoice,,10/01/2012,,6035,,OCTOBER 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"151,857.50"
,,,,,,Invoice,,10/01/2012,,6035,,SEPTEMBER 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,194.00,,14.00,,"2,716.00",,"154,573.50"
,,,,,,Invoice,,11/01/2012,,6264,,NOVEMBER 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"157,423.50"
,,,,,,Invoice,,11/01/2012,,6264,,OCTOBER 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,199.25,,14.00,,"2,789.50",,"160,213.00"
,,,,,,Invoice,,12/01/2012,,6497,,DECEMBER 2012 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"163,063.00"
,,,,,,Invoice,,12/01/2012,,6497,,NOVEMBER 2012 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,194.50,,14.00,,"2,723.00",,"165,786.00"
,,,,,,Invoice,,01/01/2013,,6681,,JANUARY 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"168,636.00"
,,,,,,Invoice,,01/01/2013,,6681,,DECEMBER 2012 PORER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,183.00,,14.00,,"2,562.00",,"171,198.00"
,,,,,,Invoice,,01/09/2013,,6765,,HIGH DUSTING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,0.00,,0.00,,"171,198.00"
,,,,,,Invoice,,02/01/2013,,6868,,FEBRUARY 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"174,048.00"
,,,,,,Invoice,,02/01/2013,,6868,,JANUARY 2013 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,207.75,,14.00,,"2,908.50",,"176,956.50"
,,,,,,Invoice,,03/01/2013,,7061,,MARCH 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"2,850.00",,"2,850.00",,"179,806.50"
,,,,,,Invoice,,03/01/2013,,7061,,FEBRUARY 2013 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,196.50,,14.00,,"2,751.00",,"182,557.50"
,,,,,,Invoice,,04/01/2013,,7256,,APRIL 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"3,150.00",,"3,150.00",,"185,707.50"
,,,,,,Invoice,,04/01/2013,,7256,,MARCH 2013 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,199.50,,14.00,,"2,793.00",,"188,500.50"
,,,,,,Invoice,,05/01/2013,,7480,,MAY 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"3,150.00",,"3,150.00",,"191,650.50"
,,,,,,Invoice,,05/01/2013,,7480,,APRIL 2013 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"3,000.00",,"3,000.00",,"194,650.50"
,,,,,,Invoice,,06/01/2013,,7671,,JUNE 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"3,150.00",,"3,150.00",,"197,800.50"
,,,,,,Invoice,,06/01/2013,,7671,,MAY 2013 PORTER HOURS,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"3,000.00",,"3,000.00",,"200,800.50"
,,,,,,Invoice,,07/01/2013,,7866,,JULY 2013 CLEANING,,GOLD'S Gym E Northport,,SFM Sales Income,,1.00,,"3,150.00",,"3,150.00",,"203,950.50"
